name,seqid,start,end,strand,length,coverage_pct,avg_identity,quality_score,status
signal peptidase I,contig_1,421181,421735,+,555,100.0,98.25749134676899,98.78024394273828,complete
ribosome biogenesis GTPase YlqF,contig_1,421983,422831,+,849,100.0,98.257491346769,98.7802439427383,complete
ribonuclease HII,contig_1,422831,423592,+,762,100.0,98.25749134676899,98.78024394273828,complete
DNA-processing protein DprA,contig_1,423643,424290,+,648,100.0,98.25749134676899,98.78024394273828,complete
Site-specific integrase,contig_1,424376,425530,-,1155,100.0,98.25749134676897,98.78024394273828,complete
Carboxypeptidase regulatory-like domain-containing protein,contig_1,425719,426648,-,930,100.0,98.25749134676899,98.78024394273828,complete
Phage-related Cro/CI family transcription regulator,contig_1,426784,427455,-,672,100.0,98.25749134676897,98.78024394273828,complete
XRE family transcriptional regulator,contig_1,427621,427851,+,231,100.0,98.25749134676899,98.78024394273828,complete
Phage regulatory protein,contig_1,427864,428568,+,705,100.0,98.25749134676899,98.78024394273828,complete
DNA-binding protein,contig_1,428571,428852,+,282,100.0,98.25749134676899,98.78024394273828,complete
hypothetical protein,contig_1,428948,429139,+,192,100.0,98.25749134676899,98.78024394273828,complete
Transposase,contig_1,429202,429474,+,273,100.0,98.25749134676897,98.78024394273828,complete
ERF superfamily protein,contig_1,429477,430109,+,633,100.0,98.25749134676899,98.78024394273828,complete
Phage protein,contig_1,430112,430798,+,687,100.0,98.25749134676897,98.78024394273828,complete
Alpha/beta hydrolase,contig_1,430788,431492,+,705,100.0,98.25749134676899,98.78024394273828,complete
IstB-like ATP-binding domain-containing protein,contig_1,431473,432309,+,837,100.0,98.25749134676899,98.78024394273828,complete
RusA family crossover junction endodeoxyribonuclease,contig_1,432418,432831,+,414,100.0,98.25749134676897,98.78024394273828,complete
Site-specific DNA-methyltransferase (adenine-specific),contig_1,432821,433033,+,213,100.0,98.25749134676899,98.78024394273828,complete
Single-stranded DNA-binding protein,contig_1,433045,433485,+,441,100.0,98.257491346769,98.7802439427383,complete
hypothetical protein,contig_1,433497,434207,+,711,100.0,98.25749134676899,98.78024394273828,complete
Cytosine-specific methyltransferase,contig_1,434282,435277,+,996,100.0,98.257491346769,98.7802439427383,complete
hypothetical protein,contig_1,435570,435722,+,153,100.0,98.25749134676899,98.78024394273828,complete
Phage transcriptional regulator%2C ArpU family,contig_1,435800,436231,+,432,100.0,98.257491346769,98.7802439427383,complete
DUF6275 domain-containing protein,contig_1,436848,437111,+,264,100.0,98.257491346769,98.7802439427383,complete
hypothetical protein,contig_1,437121,437291,+,171,100.0,98.25749134676897,98.78024394273828,complete
hypothetical protein,contig_1,437272,437499,+,228,100.0,98.25749134676899,98.78024394273828,complete
helix-turn-helix domain-containing protein,contig_1,437538,438044,+,507,100.0,98.257491346769,98.7802439427383,complete
PBSX family phage terminase large subunit,contig_1,438028,439338,+,1311,100.0,98.25749134676897,98.78024394273828,complete
phage portal protein,contig_1,439347,440870,+,1524,100.0,98.25749134676899,98.78024394273828,complete
Minor capsid protein,contig_1,440870,441994,+,1125,100.0,98.25749134676899,98.78024394273828,complete
Capsid protein,contig_1,442088,442660,+,573,100.0,98.25749134676899,98.78024394273828,complete
Capsid protein,contig_1,442662,443528,+,867,100.0,98.257491346769,98.7802439427383,complete
Bacterial Ig domain-containing protein,contig_1,443596,443817,+,222,100.0,98.257491346769,98.7802439427383,complete
Phage protein,contig_1,443826,444230,+,405,100.0,98.25749134676899,98.78024394273828,complete
Minor capsid protein,contig_1,444223,444567,+,345,100.0,98.25749134676897,98.78024394273828,complete
Capsid protein,contig_1,444567,444902,+,336,100.0,98.25749134676897,98.78024394273828,complete
Minor capsid protein,contig_1,444902,445294,+,393,100.0,98.25749134676899,98.78024394273828,complete
Phage tail protein,contig_1,445305,445757,+,453,100.0,98.257491346769,98.7802439427383,complete
Phage protein,contig_1,445897,446361,+,465,100.0,98.25749134676899,98.78024394273828,complete
Bacteriophage Gp15 protein,contig_1,446373,446981,+,609,100.0,98.25749134676899,98.78024394273828,complete
Tape measure protein N-terminal domain-containing protein,contig_1,446974,449298,+,2325,100.0,98.25749134676897,98.78024394273828,complete
Phage tail protein,contig_1,449282,450007,+,726,100.0,98.257491346769,98.7802439427383,complete
Prophage tail endopeptidase domain-containing protein,contig_1,450007,451527,+,1521,100.0,98.25749134676899,98.78024394273828,complete
GH26 domain-containing protein,contig_1,451560,453005,+,1446,100.0,98.257491346769,98.7802439427383,complete
hypothetical protein,contig_1,453005,454024,+,1020,100.0,98.257491346769,98.7802439427383,complete
DUF2977 domain-containing protein,contig_1,454027,454344,+,318,100.0,98.25749134676899,98.78024394273828,complete
XkdX family protein,contig_1,454341,454478,+,138,100.0,98.25749134676897,98.78024394273828,complete
Phage protein,contig_1,454594,454869,+,276,100.0,98.25749134676897,98.78024394273828,complete
Holin,contig_1,454866,455075,+,210,100.0,98.25749134676899,98.78024394273828,complete
N-acetylmuramoyl-L-alanine amidase domain-containing protein,contig_1,455072,455980,+,909,100.0,98.257491346769,98.7802439427383,complete
DUF4065 domain-containing protein,contig_1,456247,456708,+,462,100.0,98.25749134676899,98.78024394273828,complete
hypothetical protein,contig_1,456712,457146,+,435,100.0,98.257491346769,98.7802439427383,complete
HTH cro/C1-type domain-containing protein,contig_1,457363,457902,-,540,100.0,98.25749134676899,98.78024394273828,complete
Streptococcus thermophilus bacteriophage Gp111 protein,contig_1,457916,458350,-,435,100.0,98.257491346769,98.7802439427383,complete
hypothetical protein,contig_1,458551,459039,+,489,100.0,98.25749134676899,98.78024394273828,complete
HTH cro/C1-type domain-containing protein,contig_1,459055,459597,+,543,100.0,98.25749134676899,98.78024394273828,complete
hypothetical protein,contig_1,459628,459801,-,174,100.0,98.25749134676897,98.78024394273828,complete
Quinone oxidoreductase 2,contig_1,460364,461218,+,855,100.0,98.257491346769,98.7802439427383,complete
Rrf2 family transcriptional regulator,contig_1,461251,461694,+,444,100.0,98.257491346769,98.7802439427383,complete
type I DNA topoisomerase,contig_1,461929,464013,+,2085,100.0,98.257491346769,98.7802439427383,complete
FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase TrmFO,contig_1,464036,465346,+,1311,100.0,98.25749134676897,98.78024394273828,complete
tyrosine recombinase XerC,contig_1,465413,466318,+,906,100.0,98.257491346769,98.7802439427383,complete
ATP-dependent protease subunit HslV,contig_1,466802,467347,+,546,100.0,98.25749134676897,98.78024394273828,complete
ATP-dependent protease ATPase subunit HslU,contig_1,467359,468777,+,1419,100.0,98.25749134676899,98.78024394273828,complete
Aldose 1-epimerase family protein,contig_1,468801,469679,+,879,100.0,98.257491346769,98.7802439427383,complete
acetolactate synthase AlsS,contig_1,469838,471520,+,1683,100.0,98.25749134676902,98.78024394273831,complete
acetolactate decarboxylase,contig_1,471538,472257,+,720,100.0,98.257491346769,98.7802439427383,complete
Bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,contig_1,472302,473096,-,795,100.0,98.25749134676899,98.78024394273828,complete
Transporter subunit: ATP-binding component of ABC superfamily,contig_1,473254,473913,+,660,100.0,98.25749134676897,98.78024394273828,complete
iron export ABC transporter permease subunit FetB,contig_1,473897,474658,+,762,100.0,98.25749134676899,98.78024394273828,complete
glycerol-3-phosphate 1-O-acyltransferase PlsY,contig_1,474698,475315,-,618,100.0,98.25749134676899,98.78024394273828,complete
DNA topoisomerase IV subunit B,contig_1,475517,477529,+,2013,100.0,98.257491346769,98.7802439427383,complete
DNA topoisomerase IV subunit A,contig_1,477548,480010,+,2463,100.0,98.25749134676899,98.78024394273828,complete
formate C-acetyltransferase,contig_1,480293,482554,+,2262,100.0,98.25749134676899,98.78024394273828,complete
pyruvate formate-lyase-activating protein,contig_1,482659,483477,+,819,100.0,98.25749134676899,98.78024394273828,complete
Bacterial regulatory helix-turn-helix%2C lysR family protein,contig_1,483589,484554,+,966,100.0,98.257491346769,98.7802439427383,complete
manganese-dependent inorganic pyrophosphatase,contig_1,484608,485531,+,924,100.0,98.25749134676899,98.78024394273828,complete
hypothetical protein,contig_1,485589,485942,+,354,100.0,98.25749134676899,98.78024394273828,complete
Cadmium-translocating P-type ATPase,contig_1,486041,487834,+,1794,100.0,98.257491346769,98.7802439427383,complete
energy-coupled thiamine transporter ThiT,contig_1,487893,488495,-,603,100.0,98.25749134676897,98.78024394273828,complete
tyrosine recombinase XerS,contig_1,488783,489844,-,1062,100.0,98.25749134676899,98.78024394273828,complete
Alpha beta hydrolase fold family protein,contig_1,490490,491323,-,834,100.0,98.257491346769,98.7802439427383,complete
Alcohol dehydrogenase GroES-like domain protein,contig_1,491329,492180,-,852,100.0,98.257491346769,98.7802439427383,complete
IS30 family transposase,contig_1,492183,492464,-,282,100.0,98.25749134676899,98.78024394273828,complete
IS3 family transposase ORF B,contig_1,492509,493276,-,768,100.0,98.25749134676899,98.78024394273828,complete
IS3 family IS1163 transposase ORF A,contig_1,493315,493578,-,264,100.0,98.257491346769,98.7802439427383,complete
Transposase%2C IS30 family%2C frameshift,contig_1,493643,494041,-,399,100.0,98.25749134676899,98.78024394273828,complete
zinc-binding alcohol dehydrogenase family protein,contig_1,494136,494315,-,180,100.0,98.25749134676899,98.78024394273828,complete
Bacterial regulatory s%2C tetR family protein,contig_1,494317,494898,-,582,100.0,98.25749134676897,98.78024394273828,complete
EDD%2C DegV family domain protein,contig_1,495029,495871,-,843,100.0,98.25749134676902,98.78024394273831,complete
Hemolysin III,contig_1,495892,496536,-,645,100.0,98.25749134676899,98.78024394273828,complete
DUF1836 domain-containing protein,contig_1,496691,497209,+,519,100.0,98.257491346769,98.7802439427383,complete
DegV family protein,contig_1,497252,498121,-,870,100.0,98.257491346769,98.7802439427383,complete
HTH marR-type domain-containing protein,contig_1,498221,498643,-,423,100.0,98.25749134676899,98.78024394273828,complete
Rqc2-like protein RqcH,contig_1,498795,500510,+,1716,100.0,98.257491346769,98.7802439427383,complete
Orotate phosphoribosyltransferase,contig_1,500622,501260,-,639,100.0,98.25749134676899,98.78024394273828,complete
orotidine-5'-phosphate decarboxylase,contig_1,501257,501976,-,720,100.0,98.257491346769,98.7802439427383,complete
dihydroorotate dehydrogenase,contig_1,501969,502895,-,927,100.0,98.25749134676899,98.78024394273828,complete
dihydroorotate dehydrogenase electron transfer subunit,contig_1,502895,503683,-,789,100.0,98.25749134676899,98.78024394273828,complete
carbamoyl-phosphate synthase large subunit,contig_1,503756,506938,-,3183,100.0,98.25749134676897,98.78024394273828,complete
carbamoyl phosphate synthase small subunit,contig_1,506957,508033,-,1077,100.0,98.25749134676899,98.78024394273828,complete
dihydroorotase,contig_1,508150,509451,-,1302,100.0,98.25749134676899,98.78024394273828,complete
aspartate carbamoyltransferase catalytic subunit,contig_1,509466,510383,-,918,100.0,98.25749134676899,98.78024394273828,complete
Uracil permease,contig_1,510370,511677,-,1308,100.0,98.25749134676899,98.78024394273828,complete
bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR,contig_1,511841,512383,-,543,100.0,98.25749134676899,98.78024394273828,complete
Pseudouridine synthase,contig_1,512553,513458,-,906,100.0,98.257491346769,98.7802439427383,complete
signal peptidase II,contig_1,513451,513906,-,456,100.0,98.25749134676899,98.78024394273828,complete
formate--tetrahydrofolate ligase,contig_1,514110,515783,-,1674,100.0,98.25749134676902,98.78024394273831,complete
Cold shock domain-containing protein,contig_1,515944,516150,+,207,100.0,98.25749134676897,98.78024394273828,complete
Pore-forming protein,contig_1,516219,516629,-,411,100.0,98.25749134676897,98.78024394273828,complete
Cell wall enzyme EbsB,contig_1,516707,517102,+,396,100.0,98.25749134676899,98.78024394273828,complete
cardiolipin synthase,contig_1,517176,518633,+,1458,100.0,98.257491346769,98.7802439427383,complete
Glutaredoxin-like protein NrdH,contig_1,518955,519185,+,231,100.0,98.25749134676899,98.78024394273828,complete
class 1b ribonucleoside-diphosphate reductase subunit alpha,contig_1,519300,521471,+,2172,100.0,98.25749134676899,98.78024394273828,complete
class 1b ribonucleoside-diphosphate reductase subunit beta,contig_1,521798,522754,+,957,100.0,98.25749134676899,98.78024394273828,complete
Transcriptional regulator%2C MarR family,contig_1,522808,523314,-,507,100.0,98.257491346769,98.7802439427383,complete
Daunorubicin/doxorubicin resistance ATP-binding protein DrrA,contig_1,523453,524388,+,936,100.0,98.25749134676899,98.78024394273828,complete
ABC transporter permease,contig_1,524401,524736,+,336,100.0,98.25749134676897,98.78024394273828,complete
ABC transporter permease,contig_1,524778,525176,+,399,100.0,98.25749134676899,98.78024394273828,complete
Lipoprotein,contig_1,525227,525478,-,252,100.0,98.25749134676897,98.78024394273828,complete
IS3 family IS1520 transposase ORF B,contig_1,525763,526560,-,798,100.0,98.25749134676899,98.78024394273828,complete
IS3 family IS1520 transposase ORF A,contig_1,526581,526832,-,252,62.301587301587304,97.75260174056847,87.11729740887411,incomplete
hypothetical protein,contig_1,526886,527044,-,159,100.0,95.85544079605747,97.09880855724022,complete
Lipoprotein,contig_1,527065,527547,-,483,100.0,95.85544079605748,97.09880855724023,complete
Multidrug ABC transporter permease,contig_1,527713,528180,+,468,100.0,95.8554407960575,97.09880855724025,complete
Transcriptional regulator,contig_1,528192,528398,+,207,100.0,95.8554407960575,97.09880855724025,complete
lipoate--protein ligase,contig_1,528509,529522,+,1014,100.0,95.8554407960575,97.09880855724025,complete
Integral membrane protein,contig_1,529577,530323,-,747,100.0,95.85544079605747,97.09880855724022,complete
ABC transporter family protein,contig_1,530316,531188,-,873,100.0,95.85544079605748,97.09880855724023,complete
HTH gntR-type domain-containing protein,contig_1,531181,531552,-,372,100.0,95.85544079605747,97.09880855724022,complete
Guanylate cyclase domain-containing protein,contig_1,531712,532509,+,798,100.0,95.85544079605747,97.09880855724022,complete
DUF3307 domain-containing protein,contig_1,532506,533267,+,762,100.0,95.85544079605748,97.09880855724023,complete
Alcohol dehydrogenase GroES-like domain protein,contig_1,533317,534354,-,1038,100.0,95.85544079605748,97.09880855724023,complete
Integrase/recombinase YoeC,contig_1,534431,535015,-,585,100.0,95.85544079605745,97.09880855724022,complete
Transposase,contig_1,535391,535909,+,519,100.0,95.85544079605748,97.09880855724023,complete
IS150 family transposase,contig_1,535951,536595,+,645,100.0,95.85544079605747,97.09880855724022,complete
IS30 family ISLpl1 transposase,contig_1,536690,537619,+,930,100.0,95.85544079605751,97.09880855724025,complete
D-3-phosphoglycerate dehydrogenase,contig_1,537852,538805,-,954,100.0,95.8554407960575,97.09880855724025,complete
THUMP domain-containing protein,contig_1,538908,540050,-,1143,100.0,95.85544079605745,97.09880855724022,complete
cell division regulator GpsB,contig_1,540530,540922,-,393,100.0,95.85544079605748,97.09880855724023,complete
UPF0398 protein BCY75_07455,contig_1,540984,541544,-,561,100.0,95.85544079605748,97.09880855724023,complete
Holliday junction resolvase RecU,contig_1,541618,542250,+,633,100.0,95.85544079605747,97.09880855724022,complete
Penicillin-binding protein 1A,contig_1,542257,544542,+,2286,100.0,95.85544079605745,97.09880855724022,complete
endonuclease III,contig_1,544602,545252,-,651,100.0,95.85544079605747,97.09880855724022,complete
DnaD and phage-associated domain protein,contig_1,545273,545896,-,624,100.0,95.85544079605745,97.09880855724022,complete
asparagine--tRNA ligase,contig_1,546285,547583,-,1299,100.0,95.85544079605747,97.09880855724022,complete
Peptidase,contig_1,547692,548168,-,477,100.0,95.8554407960575,97.09880855724025,complete
3'-5' exonuclease DinG,contig_1,548247,551084,-,2838,100.0,95.85544079605745,97.09880855724022,complete
helicase-exonuclease AddAB subunit AddA,contig_1,551149,554865,-,3717,100.0,95.85544079605748,97.09880855724023,complete
ATP-dependent helicase/deoxyribonuclease subunit B,contig_1,554858,558397,-,3540,100.0,95.85544079605748,97.09880855724023,complete
mevalonate kinase,contig_1,558507,559538,+,1032,100.0,95.85544079605748,97.09880855724023,complete
diphosphomevalonate decarboxylase,contig_1,559559,560533,+,975,100.0,95.85544079605748,97.09880855724023,complete
phosphomevalonate kinase,contig_1,560570,561640,+,1071,100.0,95.85544079605747,97.09880855724022,complete
type 2 isopentenyl-diphosphate Delta-isomerase,contig_1,561651,562700,+,1050,100.0,95.85544079605748,97.09880855724023,complete
Zinc-type alcohol dehydrogenase-like protein,contig_1,562752,563768,-,1017,100.0,95.8554407960575,97.09880855724025,complete
Uncharacterized HTH-type transcriptional regulator YybR,contig_1,563916,564284,+,369,100.0,95.85544079605747,97.09880855724022,complete
Helix-turn-helix family protein,contig_1,564376,564606,+,231,100.0,95.85544079605751,97.09880855724025,complete
MacB-like periplasmic core domain-containing protein,contig_1,564971,565939,-,969,100.0,95.85544079605748,97.09880855724023,complete
SAM-dependent methyltransferase,contig_1,565963,566745,-,783,100.0,95.85544079605747,97.09880855724022,complete
Aromatic ring hydroxylase,contig_1,566824,567159,-,336,100.0,95.85544079605747,97.09880855724022,complete
Cof-like hydrolase family protein,contig_1,567312,568118,+,807,100.0,95.85544079605748,97.09880855724023,complete
2-hydroxymuconate tautomerase,contig_1,568409,568597,-,189,100.0,95.8554407960575,97.09880855724025,complete
C69 family dipeptidase,contig_1,568731,570167,+,1437,100.0,95.85544079605747,97.09880855724022,complete
hypothetical protein,contig_1,570212,571048,-,837,100.0,95.85544079605748,97.09880855724023,complete
IS3 family IS1520 transposase ORF B,contig_1,571298,572095,-,798,100.0,95.85544079605747,97.09880855724022,complete
IS3 family IS1520 transposase ORF A,contig_1,572116,572367,-,252,100.0,95.85544079605747,97.09880855724022,complete
Peptidase M60 domain-containing protein,contig_1,572421,572678,-,258,100.0,95.85544079605748,97.09880855724023,complete
Superoxide dismutase,contig_1,573134,573733,-,600,100.0,95.85544079605747,97.09880855724022,complete
Shikimate kinase,contig_1,573823,574350,-,528,100.0,95.85544079605748,97.09880855724023,complete
3-dehydroquinate synthase,contig_1,574448,575548,-,1101,100.0,95.85544079605747,97.09880855724022,complete
bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase,contig_1,575548,576549,-,1002,100.0,95.85544079605748,97.09880855724023,complete
Shikimate dehydrogenase (NADP(+)),contig_1,576556,577419,-,864,100.0,95.85544079605747,97.09880855724022,complete
Alpha/beta hydrolase,contig_1,577574,578392,+,819,100.0,95.85544079605748,97.09880855724023,complete
RNA polymerase factor sigma-54,contig_1,578447,579670,-,1224,100.0,95.85544079605747,97.09880855724022,complete
IS30 family ISLpl1 transposase,contig_1,579673,580602,-,930,9.032258064516128,95.85544079605745,69.80848597659505,missing
Tim44-like domain-containing protein,contig_1,580867,581334,+,468,100.0,99.64822513591301,99.7537575951391,complete
3-dehydroquinate dehydratase,contig_1,581528,582247,+,720,100.0,99.648225135913,99.75375759513909,complete
peptidase T,contig_1,582305,583546,-,1242,100.0,99.648225135913,99.75375759513909,complete
Nif3-like dinuclear metal center hexameric protein,contig_1,583591,584724,-,1134,100.0,99.648225135913,99.75375759513909,complete
tRNA (Adenine(22)-N(1))-methyltransferase,contig_1,584712,585419,-,708,100.0,99.64822513591302,99.7537575951391,complete
Immunity protein,contig_1,585595,585798,+,204,100.0,99.64822513591302,99.7537575951391,complete
Immunity protein,contig_1,585891,586088,+,198,100.0,99.64822513591302,99.7537575951391,complete
RNA polymerase sigma factor RpoD,contig_1,586388,587497,-,1110,100.0,99.648225135913,99.75375759513909,complete
DNA primase,contig_1,587515,589395,-,1881,100.0,99.64822513591301,99.7537575951391,complete
DUF488 domain-containing protein,contig_1,589549,589914,-,366,100.0,99.64822513591302,99.7537575951391,complete
Glycine--tRNA ligase beta subunit,contig_1,589938,592019,-,2082,100.0,99.648225135913,99.75375759513909,complete
glycine--tRNA ligase subunit alpha,contig_1,592012,592929,-,918,100.0,99.64822513591301,99.7537575951391,complete
DNA repair protein RecO,contig_1,593168,593986,-,819,100.0,99.648225135913,99.75375759513909,complete
GTPase Era,contig_1,593996,594898,-,903,100.0,99.648225135913,99.75375759513909,complete
Prokaryotic diacylglycerol kinase family protein,contig_1,594912,595307,-,396,100.0,99.64822513591301,99.7537575951391,complete
rRNA maturation RNase YbeY,contig_1,595285,595761,-,477,100.0,99.64822513591302,99.7537575951391,complete
Phosphate starvation-inducible protein PhoH,contig_1,595772,596740,-,969,100.0,99.64822513591298,99.75375759513908,complete
GatB/YqeY domain-containing protein,contig_1,597037,597480,-,444,100.0,99.64822513591301,99.7537575951391,complete
30S ribosomal protein S21,contig_1,597506,597682,-,177,100.0,99.64822513591302,99.7537575951391,complete
Putative pyruvate%2C phosphate dikinase regulatory protein,contig_1,597892,598734,+,843,100.0,99.64822513591298,99.75375759513908,complete
Nitroreductase family protein,contig_1,598781,599422,-,642,100.0,99.648225135913,99.75375759513909,complete
DUF2207 domain-containing protein,contig_1,599525,601390,-,1866,100.0,99.648225135913,99.75375759513909,complete
deoxyribonuclease IV,contig_1,601387,602289,-,903,100.0,99.648225135913,99.75375759513909,complete
DUF2179 domain-containing protein,contig_1,602404,603282,-,879,100.0,99.64822513591301,99.7537575951391,complete
Peptide methionine sulfoxide reductase MsrA,contig_1,603360,603878,-,519,100.0,99.648225135913,99.75375759513909,complete
peptide-methionine (R)-S-oxide reductase,contig_1,603878,604309,-,432,100.0,99.648225135913,99.75375759513909,complete
histidine--tRNA ligase,contig_1,604475,605767,-,1293,100.0,99.64822513591301,99.7537575951391,complete
TIGR04211 family SH3 domain-containing protein,contig_1,606151,607482,+,1332,100.0,99.648225135913,99.75375759513909,complete
Transposase,contig_1,607549,608067,+,519,100.0,99.648225135913,99.75375759513909,complete
IS3 family transposase,contig_1,608109,608921,+,813,78.72078720787208,99.648225135913,93.36999375750071,incomplete
cardiolipin synthase,contig_1,608980,610410,-,1431,0.0,0.0,0.0,missing
Polar amino acid ABC uptake transporter substrate binding protein,contig_1,610423,611229,-,807,0.0,0.0,0.0,missing
Cystine ABC transporter (ATP-binding protein),contig_1,611216,611869,-,654,0.0,0.0,0.0,missing
Amino acid ABC transporter permease,contig_1,611882,612526,-,645,0.0,0.0,0.0,missing
septum site-determining protein MinD,contig_1,612951,613745,-,795,0.0,0.0,0.0,missing
Septation inhibitor protein,contig_1,613748,614419,-,672,0.0,0.0,0.0,missing
rod shape-determining protein MreD,contig_1,614436,614966,-,531,0.0,0.0,0.0,missing
rod shape-determining protein MreC,contig_1,614968,615828,-,861,0.0,0.0,0.0,missing
Cell shape-determining protein MreB,contig_1,615987,616991,-,1005,0.0,0.0,0.0,missing
DNA repair protein RadC,contig_1,617157,617831,-,675,0.0,0.0,0.0,missing
HAD-superhydrolase%2C subIA%2C variant 3 family protein,contig_1,617904,618554,-,651,0.0,0.0,0.0,missing
Folylpolyglutamate synthase,contig_1,618558,619859,-,1302,0.0,0.0,0.0,missing
valine--tRNA ligase,contig_1,620331,622976,-,2646,0.0,0.0,0.0,missing
putative tRNA sulfurtransferase,contig_1,623376,624593,-,1218,0.0,0.0,0.0,missing
Cysteine desulfurase,contig_1,624618,625766,-,1149,0.0,0.0,0.0,missing
septation ring formation regulator EzrA,contig_1,625907,627619,-,1713,0.0,0.0,0.0,missing
30S ribosomal protein S4,contig_1,627991,628596,+,606,0.0,0.0,0.0,missing
UPF0637 protein OA78_0810,contig_1,628695,629300,-,606,0.0,0.0,0.0,missing
DUF1694 domain-containing protein,contig_1,629371,629814,+,444,0.0,0.0,0.0,missing
bifunctional glutamate--cysteine ligase GshA/glutathione synthetase GshB,contig_1,629865,632162,-,2298,0.0,0.0,0.0,missing
AAA+ ATPase domain-containing protein,contig_1,632296,633576,+,1281,0.0,0.0,0.0,missing
DUF3784 domain-containing protein,contig_1,633890,634165,+,276,0.0,0.0,0.0,missing
Universal stress protein,contig_1,634228,634725,+,498,0.0,0.0,0.0,missing
Helix-turn-helix family protein,contig_1,634783,635625,-,843,0.0,0.0,0.0,missing
IS30 family ISLsa1 transposase,contig_1,635757,636677,+,921,9.229098805646037,100.0,72.76872964169381,missing
HAD-superhydrolase%2C subIA%2C variant 3 family protein,contig_1,636932,637579,-,648,100.0,100.0,100.0,complete
DUF2785 domain-containing protein,contig_1,637604,638560,-,957,100.0,100.0,100.0,complete
YxeA family protein,contig_1,638784,639164,+,381,100.0,100.0,100.0,complete
Nitroreductase domain-containing protein,contig_1,639306,639908,+,603,100.0,100.0,100.0,complete
Inosine-uridine preferring nucleoside hydrolase family protein,contig_1,640297,641271,+,975,100.0,100.0,100.0,complete
ECF transporter S component,contig_1,641282,641827,+,546,100.0,100.0,100.0,complete
Free methionine-R-sulfoxide reductase,contig_1,641885,642352,-,468,100.0,100.0,100.0,complete
Corrinoid adenosyltransferase,contig_1,642460,643014,-,555,100.0,100.0,100.0,complete
DNA-binding response regulator,contig_1,643096,643854,-,759,100.0,100.0,100.0,complete
Sensor histidine kinase NatK C-terminal domain-containing protein,contig_1,643847,645223,-,1377,100.0,100.0,100.0,complete
HTH cro/C1-type domain-containing protein,contig_1,645461,646291,+,831,100.0,100.0,100.0,complete
IS3 family IS153 transposase ORF A,contig_1,646411,646662,+,252,7.142857142857142,100.0,72.14285714285714,missing
IS3 family transposase,contig_1,646716,647558,+,843,0.0,0.0,0.0,missing
IS30 family ISLsa1 transposase,contig_1,647804,648724,+,921,100.0,98.55072463768116,98.9855072463768,complete
Solute-binding protein family 3/N-terminal domain-containing protein,contig_1,648794,649084,-,291,100.0,98.55072463768116,98.9855072463768,complete
Fe-S cluster assembly protein SufB,contig_1,649260,650663,-,1404,100.0,98.55072463768116,98.9855072463768,complete
SUF system NifU family Fe-S cluster assembly protein,contig_1,650660,651151,-,492,100.0,98.55072463768117,98.98550724637681,complete
Cysteine desulfurase,contig_1,651138,652376,-,1239,100.0,98.55072463768116,98.9855072463768,complete
Fe-S cluster assembly protein SufD,contig_1,652357,653658,-,1302,100.0,98.55072463768116,98.9855072463768,complete
Fe-S cluster assembly ATPase SufC,contig_1,653671,654453,-,783,100.0,98.55072463768117,98.98550724637681,complete
IS3 family IS1163 transposase ORF A,contig_1,655683,655946,+,264,100.0,98.55072463768117,98.98550724637681,complete
IS3 family transposase ORF B,contig_1,655985,656752,+,768,100.0,98.67527173913044,99.0726902173913,complete
type II-A CRISPR-associated protein Csn2,contig_1,657761,658432,-,672,100.0,100.0,100.0,complete
IS30 family ISLpl1 transposase,contig_1,658732,659661,+,930,9.13978494623656,99.21828278513453,72.19473343346513,missing
hypothetical protein,contig_1,659671,659781,-,111,100.0,99.2182827851345,99.45279794959414,complete
type II CRISPR-associated endonuclease Cas1,contig_1,659759,660664,-,906,100.0,99.21828278513455,99.45279794959418,complete
type II CRISPR RNA-guided endonuclease Cas9,contig_1,660895,665001,-,4107,100.0,99.21828278513455,99.45279794959418,complete
Lipoprotein,contig_1,665130,665951,-,822,100.0,99.21828278513453,99.45279794959417,complete
Methionine ABC transporter%2C permease component,contig_1,665971,666660,-,690,100.0,99.21828278513453,99.45279794959417,complete
Methionine ABC transporter (ATP-binding protein),contig_1,666653,667687,-,1035,100.0,99.21828278513456,99.45279794959418,complete
hypothetical protein,contig_1,667765,667887,+,123,100.0,99.21828278513453,99.45279794959417,complete
Glycine cleavage H-family protein,contig_1,668079,668387,-,309,100.0,99.21828278513453,99.45279794959417,complete
Cell cycle family protein,contig_1,668401,669600,-,1200,100.0,99.21828278513455,99.45279794959418,complete
DUF2969 domain-containing protein,contig_1,669694,669924,-,231,100.0,99.21828278513453,99.45279794959417,complete
membrane protein insertion efficiency factor YidD,contig_1,669954,670211,-,258,100.0,99.21828278513455,99.45279794959418,complete
DNA-directed RNA polymerase subunit beta,contig_1,670237,670419,-,183,100.0,99.21828278513452,99.45279794959416,complete
Cell shape-determining protein MreB,contig_1,670452,671441,-,990,100.0,99.21828278513455,99.45279794959418,complete
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,contig_1,671570,672871,-,1302,100.0,99.21828278513455,99.45279794959418,complete
